yearArticle, authorArticle, year, authorFirst, authorLast, authors, article, number, line
"2015","Ota, Nao","2015","Soma M","Soma M","Soma M","8","1","Soma M, 2015, PLOS ONE, V10, DOI 10.1371/journal.pone.0124876."
"2015","Ota, Nao","2009","Uetz GW","Uetz GW","Uetz GW","8","1","Uetz GW, 2009, ANIM BEHAV, V78, P299, DOI 10.1016/j.anbehav.2009.04.023."
"2017","Guo, Qing-Yi","2003","Cameron RJ","Cameron RJ","Cameron RJ","9","1","Cameron RJ, 2003, IEEE T MICROW THEORY, V51, P1, DOI 10.1109/TMTT.2002.806937."
"2017","Guo, Qing-Yi","2013","Chen KL","Chen KL","Chen KL","9","1","Chen KL, 2013, IEEE MICROW WIREL CO, V23, P647, DOI 10.1109/LMWC.2013.2283876."
"2017","Guo, Qing-Yi","2013","Chen KL","Chen KL","Chen KL","9","1","Chen KL, 2013, IEEE T MICROW THEORY, V61, P3940, DOI 10.1109/TMTT.2013.2284485."
"2017","Guo, Qing-Yi","2015","Chen P","Chen P","Chen P","9","1","Chen P, 2015, IEEE T CIRCUITS-II, V62, P342, DOI 10.1109/TCSII.2014.2387655."
"2017","Guo, Qing-Yi","2011","Chen SC","Chen SC","Chen SC","9","1","Chen SC, 2011, IEEE MICROW WIREL CO, V21, P31, DOI 10.1109/LMWC.2010.2091265."
"2017","Guo, Qing-Yi","2016","Cordeiro RF","Cordeiro RF","Cordeiro RF","9","1","Cordeiro RF, 2016, IEEE T CIRCUITS-II, V63, P4, DOI 10.1109/TCSII.2015.2483198."
"2017","Guo, Qing-Yi","2014","Dai X.","Dai X.","Dai X.","9","1","Dai X., 2014, IEEE T COMPON PACK T, V4, P111."
"2017","Guo, Qing-Yi","2010","Francois B","Francois B","Francois B","9","1","Francois B, 2010, EUR MICROW CONF, P974."
"2017","Guo, Qing-Yi","2014","Gao L","Gao L","Gao L","9","1","Gao L, 2014, IEEE MICROW WIREL CO, V24, P707, DOI 10.1109/LMWC.2014.2340791."
"2017","Guo, Qing-Yi","2016","Jang W","Jang W","Jang W","9","1","Jang W, 2016, IEEE T MICROW THEORY, V64, P1526, DOI 10.1109/TMTT.2016.2549532."
"2017","Guo, Qing-Yi","2013","Li YC","Li YC","Li YC","9","1","Li YC, 2013, IEEE MICROW WIREL CO, V23, P424, DOI 10.1109/LMWC.2013.2268457."
"2017","Guo, Qing-Yi","2009","Pozar D. M.","Pozar D. M.","Pozar D. M.","9","1","Pozar D. M., 2009, MICROWAVE ENG."
"2017","Guo, Qing-Yi","2012","Ruotsalainen H","Ruotsalainen H","Ruotsalainen H","9","1","Ruotsalainen H, 2012, IEEE T CIRCUITS-II, V59, P756, DOI 10.1109/TCSII.2012.2222834."
"2017","Guo, Qing-Yi","2014","Seo M","Seo M","Seo M","9","1","Seo M, 2014, IEEE T CIRCUITS-II, V61, P549, DOI 10.1109/TCSII.2014.2327382."
"2017","Guo, Qing-Yi","2016","Sharma T","Sharma T","Sharma T","9","1","Sharma T, 2016, IEEE T CIRCUITS-II, V63, P54, DOI 10.1109/TCSII.2015.2482139."
"2017","Guo, Qing-Yi","2014","Suarez A","Suarez A","Suarez A","9","1","Suarez A, 2014, IEEE T MICROW THEORY, V62, P2273, DOI 10.1109/TMTT.2014.2344629."
"2017","Guo, Qing-Yi","2016","Zheng SY","Zheng SY","Zheng SY","9","1","Zheng SY, 2016, IEEE T CIRCUITS-I, V63, P337, DOI 10.1109/TCSI.2016.2515419."
"2019","Dbouk, T.","2016","Al-Rashed MH","Al-Rashed MH","Al-Rashed MH","10","1","Al-Rashed MH, 2016, MICROELECTRON RELIAB, V63, P159, DOI 10.1016/j.microrel.2016.06.016."
"2019","Dbouk, T.","Vacio","Andreotti B.","Andreotti B.","Andreotti B.","10","1","Andreotti B., GRANULAR MEDIA FLUID."
"2019","Dbouk, T.","2018","Bahiraei M","Bahiraei M","Bahiraei M","10","1","Bahiraei M, 2018, ENERG CONVERS MANAGE, V172, P438, DOI 10.1016/j.enconman.2018.07.047."
"2019","Dbouk, T.","1990","Chapman B. K","Chapman B. K","Chapman B. K","10","1","Chapman B. K, 1990, THESIS."
"2019","Dbouk, T.","2004","Chu RC","Chu RC","Chu RC","10","1","Chu RC, 2004, IEEE T DEVICE MAT RE, V4, P568, DOI 10.1109/TDMR.2004.840855."
"2019","Dbouk, T.","1965","CROSS MM","CROSS MM","CROSS MM","10","1","CROSS MM, 1965, J COLL SCI IMP U TOK, V20, P417, DOI 10.1016/0095-8522(65)90022-X."
"2019","Dbouk, T.","1985","DAVIS RH","DAVIS RH","DAVIS RH","10","1","DAVIS RH, 1985, ANNU REV FLUID MECH, V17, P91, DOI 10.1146/annurev.fl.17.010185.000515."
"2019","Dbouk, T.","2018","Dbouk T","Dbouk T","Dbouk T","10","1","Dbouk T, 2018, J FLUID MECH, V840, P432, DOI 10.1017/jfm.2018.72."
"2019","Dbouk, T.","2013","Dbouk T","Dbouk T","Dbouk T","10","1","Dbouk T, 2013, J NON-NEWTON FLUID, V198, P78, DOI 10.1016/j.jnnfm.2013.03.006."
"2019","Dbouk, T.","2013","Dbouk T","Dbouk T","Dbouk T","10","1","Dbouk T, 2013, J FLUID MECH, V715, P239, DOI 10.1017/jfm.2012.516."
"2019","Dbouk, T.","2011","DBOUK T.","DBOUK T.","DBOUK T.","10","1","DBOUK T., 2011, THESIS."
"2019","Dbouk, T.","2016","Dbouk T","Dbouk T","Dbouk T","10","1","Dbouk T, 2016, J NON-NEWTON FLUID, V230, P68, DOI 10.1016/j.jnnfm.2016.01.003."
"2019","Dbouk, T.","2018","Eurostat","Eurostat","Eurostat","10","1","Eurostat, 2018, EUROSTAT YOUR KEY EU."
"2019","Dbouk, T.","2002","Ferziger JH","Ferziger JH","Ferziger JH","10","1","Ferziger JH, 2002, COMPUTATIONAL METHOD, V3, DOI DOI 10.1007/978-3-642-56026-2."
"2019","Dbouk, T.","1980","GADALAMARIA F","GADALAMARIA F","GADALAMARIA F","10","1","GADALAMARIA F, 1980, J RHEOL, V24, P799, DOI 10.1122/1.549584."
"2019","Dbouk, T.","2013","Korpys M","Korpys M","Korpys M","10","1","Korpys M, 2013, COMPUT-AIDED CHEM EN, V32, P409."
"2019","Dbouk, T.","1959","KRIEGER IM","KRIEGER IM","KRIEGER IM","10","1","KRIEGER IM, 1959, T SOC RHEOL, V3, P137, DOI 10.1122/1.548848."
"2019","Dbouk, T.","2009","Lhuillier D","Lhuillier D","Lhuillier D","10","1","Lhuillier D, 2009, PHYS FLUIDS, V21, DOI 10.1063/1.3079672."
"2019","Dbouk, T.","2013","Metzger B","Metzger B","Metzger B","10","1","Metzger B, 2013, J FLUID MECH, V724, P527, DOI 10.1017/jfm.2013.173."
"2019","Dbouk, T.","2012","Mohammed RK","Mohammed RK","Mohammed RK","10","1","Mohammed RK, 2012, P IEEE SEMICOND THER, P354, DOI 10.1109/STHERM.2012.6188873."
"2019","Dbouk, T.","1998","Morris JF","Morris JF","Morris JF","10","1","Morris JF, 1998, INT J MULTIPHAS FLOW, V24, P105, DOI 10.1016/S0301-9322(97)00035-9."
"2019","Dbouk, T.","1999","Morris JF","Morris JF","Morris JF","10","1","Morris JF, 1999, J RHEOL, V43, P1213, DOI 10.1122/1.551021."
"2019","Dbouk, T.","2015","Moukalled F.","Moukalled F.","Moukalled F.","10","1","Moukalled F., 2015, ADV INTRO OPENFOAM M."
"2019","Dbouk, T.","2009","Naphon P","Naphon P","Naphon P","10","1","Naphon P, 2009, INT COMMUN HEAT MASS, V36, P166, DOI 10.1016/j.icheatmasstransfer.2008.10.002."
"2019","Dbouk, T.","1994","NOTT PR","NOTT PR","NOTT PR","10","1","NOTT PR, 1994, J FLUID MECH, V275, P157, DOI 10.1017/S0022112094002326."
"2019","Dbouk, T.","2018","OpenFOAM","OpenFOAM","OpenFOAM","10","1","OpenFOAM, 2018, OPENFOAM OP FIELD OP."
"2019","Dbouk, T.","2018","Qi C","Qi C","Qi C","10","1","Qi C, 2018, INT J HEAT MASS TRAN, V123, P320, DOI 10.1016/j.ijheatmasstransfer.2018.02.086."
"2019","Dbouk, T.","2017","Qi C","Qi C","Qi C","10","1","Qi C, 2017, ENERG CONVERS MANAGE, V153, P557, DOI 10.1016/j.enconman.2017.10.041."
"2019","Dbouk, T.","2016","Reboucas RB","Reboucas RB","Reboucas RB","10","1","Reboucas RB, 2016, J NON-NEWTON FLUID, V234, P178, DOI 10.1016/j.jnnfm.2016.06.001."
"2019","Dbouk, T.","1954","Richardson J.","Richardson J.","Richardson J.","10","1","Richardson J., 1954, PROCESS SAF ENVIRONP, V3, P65, DOI {[}10.1016/0009-2509(54)85015-9, DOI 10.1016/S0263-8762(97)80006-8]."
"2019","Dbouk, T.","2017","Murshed SMS","Murshed SMS","Murshed SMS","10","1","Murshed SMS, 2017, RENEW SUST ENERG REV, V78, P821, DOI 10.1016/j.rser.2017.04.112."
"2019","Dbouk, T.","2005","Stickel JJ","Stickel JJ","Stickel JJ","10","1","Stickel JJ, 2005, ANNU REV FLUID MECH, V37, P129, DOI 10.1146/annurev.fluid.36.050802.122132."
"2019","Dbouk, T.","1962","SUGAWARA A","SUGAWARA A","SUGAWARA A","10","1","SUGAWARA A, 1962, J APPL PHYS, V33, P3135, DOI 10.1063/1.1728581."
"2019","Dbouk, T.","1961","Sugawara A.","Sugawara A.","Sugawara A.","10","1","Sugawara A., 1961, AUSTRAL J PHYS, V14, P169."
"2021","Zhu, Meihong","2015","Agrawal VV","Agrawal VV","Agrawal VV","11","1","Agrawal VV, 2015, MANAGE SCI, V61, P60, DOI 10.1287/mnsc.2014.2099."
"2021","Zhu, Meihong","2013","Atasu A","Atasu A","Atasu A","11","1","Atasu A, 2013, PROD OPER MANAG, V22, P1089, DOI 10.1111/j.1937-5956.2012.01426.x."
"2021","Zhu, Meihong","2020","Bao BS","Bao BS","Bao BS","11","1","Bao BS, 2020, INT J PROD RES, V58, P7507, DOI 10.1080/00207543.2020.1711988."
"2021","Zhu, Meihong","2004","Cattani KD","Cattani KD","Cattani KD","11","1","Cattani KD, 2004, INT SER OPER RES MAN, V74, P643."
"2021","Zhu, Meihong","2016","China Household Electrical Appliance Research Institute","China Household Electrical Appliance Research Institute","China Household Electrical Appliance Research Institute","11","1","China Household Electrical Appliance Research Institute, WHIT PAP 2016 REC CO."
"2021","Zhu, Meihong","2017","Dai DM","Dai DM","Dai DM","11","1","Dai DM, 2017, ENTROPY-SWITZ, V19, DOI 10.3390/e19110577."
"2021","Zhu, Meihong","2014","De Giovanni P","De Giovanni P","De Giovanni P","11","1","De Giovanni P, 2014, EUR J OPER RES, V232, P22, DOI 10.1016/j.ejor.2013.06.032."
"2021","Zhu, Meihong","2016","Dou X.","Dou X.","Dou X.","11","1","Dou X., 2016, ENTERPRISE MANAGEMEN, V10, P107."
"2021","Zhu, Meihong","2017","Feng LP","Feng LP","Feng LP","11","1","Feng LP, 2017, EUR J OPER RES, V260, P601, DOI 10.1016/j.ejor.2016.12.050."
"2021","Zhu, Meihong","2017","Gan SS","Gan SS","Gan SS","11","1","Gan SS, 2017, INT J PROD ECON, V190, P120, DOI 10.1016/j.ijpe.2016.08.016."
"2021","Zhu, Meihong","2017","Giri BC","Giri BC","Giri BC","11","1","Giri BC, 2017, J MANUF SYST, V42, P104, DOI 10.1016/j.jmsy.2016.11.007."
"2021","Zhu, Meihong","2019","He QD","He QD","He QD","11","1","He QD, 2019, EUR J OPER RES, V275, P155, DOI 10.1016/j.ejor.2018.11.034."
"2021","Zhu, Meihong","2021","Heinsalu S","Heinsalu S","Heinsalu S","11","1","Heinsalu S, 2021, ECON THEOR, V71, P317, DOI 10.1007/s00199-020-01247-3."
"2021","Zhu, Meihong","2021","Hong XP","Hong XP","Hong XP","11","1","Hong XP, 2021, INT J PROD ECON, V232, DOI 10.1016/j.ijpe.2020.107997."
"2021","Zhu, Meihong","2017","Hong XP","Hong XP","Hong XP","11","1","Hong XP, 2017, EUR J OPER RES, V256, P820, DOI 10.1016/j.ejor.2016.06.051."
"2021","Zhu, Meihong","2016","Jeihoonian M","Jeihoonian M","Jeihoonian M","11","1","Jeihoonian M, 2016, EUR J OPER RES, V251, P830, DOI 10.1016/j.ejor.2015.12.052."
"2021","Zhu, Meihong","2020","Ji T","Ji T","Ji T","11","1","Ji T, 2020, INT J PROD RES, V58, P128, DOI 10.1080/00207543.2019.1641239."
"2021","Zhu, Meihong","2017","Li X","Li X","Li X","11","1","Li X, 2017, SUPPLY CHAIN MANAG, V22, P284, DOI 10.1108/SCM-11-2015-0425."
"2021","Zhu, Meihong","2020","Li YJ","Li YJ","Li YJ","11","1","Li YJ, 2020, ANN OPER RES, V290, P439, DOI 10.1007/s10479-018-2975-z."
"2021","Zhu, Meihong","2017","Long XF","Long XF","Long XF","11","1","Long XF, 2017, SUSTAINABILITY-BASEL, V9, DOI 10.3390/su9101818."
"2021","Zhu, Meihong","2021","Ma JH","Ma JH","Ma JH","11","1","Ma JH, 2021, ENERG POLICY, V148, DOI 10.1016/j.enpol.2020.111919."
"2021","Zhu, Meihong","2020","Ma JH","Ma JH","Ma JH","11","1","Ma JH, 2020, ENERG POLICY, V142, DOI 10.1016/j.enpol.2020.111440."
"2021","Zhu, Meihong","2019","Ma JH","Ma JH","Ma JH","11","1","Ma JH, 2019, INT J PROD RES, V57, P5432, DOI 10.1080/00207543.2018.1526420."
"2021","Zhu, Meihong","2018","Ma JH","Ma JH","Ma JH","11","1","Ma JH, 2018, IEEE T CONTR SYST T, V26, P1532, DOI 10.1109/TCST.2017.2702120."
"2021","Zhu, Meihong","2016","Ma JH","Ma JH","Ma JH","11","1","Ma JH, 2016, INT J LOGIST-RES APP, V19, P520, DOI 10.1080/13675567.2016.1168378."
"2021","Zhu, Meihong","2016","Ma JH","Ma JH","Ma JH","11","1","Ma JH, 2016, NONLINEAR DYNAM, V83, P1379, DOI 10.1007/s11071-015-2410-9."
"2021","Zhu, Meihong","2014","Ma JH","Ma JH","Ma JH","11","1","Ma JH, 2014, APPL MATH MODEL, V38, P5562, DOI 10.1016/j.apm.2014.02.027."
"2021","Zhu, Meihong","2013","Ma WM","Ma WM","Ma WM","11","1","Ma WM, 2013, EUR J OPER RES, V226, P221, DOI 10.1016/j.ejor.2012.10.033."
"2021","Zhu, Meihong","2017","Maiti T","Maiti T","Maiti T","11","1","Maiti T, 2017, INT J PROD ECON, V183, P259, DOI 10.1016/j.ijpe.2016.09.025."
"2021","Zhu, Meihong","2018","Modak NM","Modak NM","Modak NM","11","1","Modak NM, 2018, J CLEAN PROD, V171, P512, DOI 10.1016/j.jclepro.2017.10.033."
"2021","Zhu, Meihong","2017","National Statistics Bureau","National Statistics Bureau","National Statistics Bureau","11","1","National Statistics Bureau, 2017, CHIN STAT YB."
"2021","Zhu, Meihong","2019","Nielsen IE","Nielsen IE","Nielsen IE","11","1","Nielsen IE, 2019, J CLEAN PROD, V235, P1371, DOI 10.1016/j.jclepro.2019.06.168."
"2021","Zhu, Meihong","2019","Rahmani K","Rahmani K","Rahmani K","11","1","Rahmani K, 2019, COMPUT IND ENG, V127, P493, DOI 10.1016/j.cie.2018.10.039."
"2021","Zhu, Meihong","2015","Raz G","Raz G","Raz G","11","1","Raz G, 2015, IEEE T ENG MANAGE, V62, P65, DOI 10.1109/TEM.2014.2380999."
"2021","Zhu, Meihong","2022","Sana SS","Sana SS","Sana SS","11","1","Sana SS, 2022, ANN OPER RES, V315, P1997, DOI 10.1007/s10479-020-03895-z."
"2021","Zhu, Meihong","2020","Sana SS","Sana SS","Sana SS","11","1","Sana SS, 2020, J RETAIL CONSUM SERV, V55."
"2021","Zhu, Meihong","2004","Savaskan RC","Savaskan RC","Savaskan RC","11","1","Savaskan RC, 2004, MANAGE SCI, V50, P239, DOI 10.1287/mnsc.1030.0186."
"2021","Zhu, Meihong","2018","Su X","Su X","Su X","11","1","Su X, 2018, COMPLEXITY, DOI 10.1155/2018/7684185."
"2021","Zhu, Meihong","2018","Su X","Su X","Su X","11","1","Su X, 2018, COMPLEXITY, DOI 10.1155/2018/5185497."
"2021","Zhu, Meihong","2016","{[}孙浩 Sun Hao]","{[}孙浩 Sun Hao]","{[}孙浩 Sun Hao]","11","1","{[}孙浩 Sun Hao], 2016, {[}计算机集成制造系统, Computer Integrated Manufacturing Systems], V22, P2875."
"2021","Zhu, Meihong","2016","Sun LJ","Sun LJ","Sun LJ","11","1","Sun LJ, 2016, INT J BIFURCAT CHAOS, V26, DOI 10.1142/S0218127416501467."
"2021","Zhu, Meihong","2020","Taleizadeh AA","Taleizadeh AA","Taleizadeh AA","11","1","Taleizadeh AA, 2020, J MODEL MANAG, V15, P1419, DOI 10.1108/JM2-01-2019-0016."
"2021","Zhu, Meihong","2015","The State Council the People's Republic of China","The State Council the People's Republic of China","The State Council the People's Republic of China","11","1","The State Council the People's Republic of China, 2015, NOT NAT DEV REF COMM."
"2021","Zhu, Meihong","2019","Wang NM","Wang NM","Wang NM","11","1","Wang NM, 2019, INT J PROD ECON, V217, P246, DOI 10.1016/j.ijpe.2018.01.002."
"2021","Zhu, Meihong","2021","Wood S","Wood S","Wood S","11","1","Wood S, 2021, J MARKET MANAG-UK, V37, P1219, DOI 10.1080/0267257X.2021.1900334."
"2021","Zhu, Meihong","2021","Xie L","Xie L","Xie L","11","1","Xie L, 2021, INT J PROD RES, V59, P4342, DOI 10.1080/00207543.2020.1762942."
"2021","Zhu, Meihong","2016","Xie L","Xie L","Xie L","11","1","Xie L, 2016, COMMUN NONLINEAR SCI, V38, P102, DOI 10.1016/j.cnsns.2016.02.004."
"2021","Zhu, Meihong","2021","Xu TT","Xu TT","Xu TT","11","1","Xu TT, 2021, APPL MATH MODEL, V89, P1106, DOI 10.1016/j.apm.2020.08.007."
"2021","Zhu, Meihong","2021","Zhang S","Zhang S","Zhang S","11","1","Zhang S, 2021, J CLEAN PROD, V278, DOI 10.1016/j.jclepro.2020.123878."
"2021","Zhu, Meihong","2017","Zhou L","Zhou L","Zhou L","11","1","Zhou L, 2017, INT J PROD ECON, V183, P487, DOI 10.1016/j.ijpe.2016.07.021."
"2016","Bardsley, Douglas K.","2015","AAP (Australian Associated Press)","AAP (Australian Associated Press)","AAP (Australian Associated Press)","12","1","AAP (Australian Associated Press), 2015, GUARDIAN."
"2016","Bardsley, Douglas K.","2001","Adger WN","Adger WN","Adger WN","12","1","Adger WN, 2001, DEV CHANGE, V32, P681, DOI 10.1111/1467-7660.00222."
"2016","Bardsley, Douglas K.","2005","Adger WN","Adger WN","Adger WN","12","1","Adger WN, 2005, GLOBAL ENVIRON CHANG, V15, P77, DOI {[}10.1016/j.gloenvcha.2004.12.005, 10.1016/j.gloenvcha.2005.03.001]."
"2016","Bardsley, Douglas K.","2005","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","12","1","{[}Anonymous], 2005, SOCIAL LEARNING ENV."
"2016","Bardsley, Douglas K.","1969","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","12","1","{[}Anonymous], 1969, AUSTR NATURAL HIST."
"2016","Bardsley, Douglas K.","2012","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","12","1","{[}Anonymous], 2012, SACRED ECOLOGY."
"2016","Bardsley, Douglas K.","2003","Bardsley D","Bardsley D","Bardsley D","12","1","Bardsley D, 2003, AGR ECOSYST ENVIRON, V99, P149, DOI 10.1016/S0167-8809(03)00151-8."
"2016","Bardsley, Douglas K.","2015","Bardsley DK","Bardsley DK","Bardsley DK","12","1","Bardsley DK, 2015, APPL GEOGR, V63, P155, DOI 10.1016/j.apgeog.2015.06.012."
"2016","Bardsley, Douglas K.","2015","Bardsley DK","Bardsley DK","Bardsley DK","12","1","Bardsley DK, 2015, ENVIRON DEV SUSTAIN, V17, P41, DOI 10.1007/s10668-014-9541-x."
"2016","Bardsley, Douglas K.","2015","Bardsley DK","Bardsley DK","Bardsley DK","12","1","Bardsley DK, 2015, AUST GEOGR, V46, P33, DOI 10.1080/00049182.2014.953736."
"2016","Bardsley, Douglas K.","2012","Bardsley DK","Bardsley DK","Bardsley DK","12","1","Bardsley DK, 2012, GLOBAL ENVIRON CHANG, V22, P713, DOI 10.1016/j.gloenvcha.2012.04.003."
"2016","Bardsley, Douglas K.","2011","Bardsley DK","Bardsley DK","Bardsley DK","12","1","Bardsley DK, 2011, SOC NATUR RESOUR, V24, P1, DOI 10.1080/08941920802287163."
"2016","Bardsley, Douglas K.","2010","Bardsley DK","Bardsley DK","Bardsley DK","12","1","Bardsley DK, 2010, ENVIRON MANAGE, V45, P1127, DOI 10.1007/s00267-010-9487-1."
"2016","Bardsley, Douglas K.","2014","Barros V","Barros V","Barros V","12","1","Barros V, 2014, CLIMATE CHANGE 2014: IMPACTS, ADAPTATION, AND VULNERABILITY, PT A: GLOBAL AND SECTORAL ASPECTS, pIX."
"2016","Bardsley, Douglas K.","2013","Bassett TJ","Bassett TJ","Bassett TJ","12","1","Bassett TJ, 2013, GEOFORUM, V48, P42, DOI 10.1016/j.geoforum.2013.04.010."
"2016","Bardsley, Douglas K.","2014","Bastin G","Bastin G","Bastin G","12","1","Bastin G, 2014, AUSTR RANGELANDS CLI."
"2016","Bardsley, Douglas K.","2015","Beavis A","Beavis A","Beavis A","12","1","Beavis A, 2015, DROPPING EDGE PERSIS."
"2016","Bardsley, Douglas K.","1994","Beck U.","Beck U.","Beck U.","12","1","Beck U., 1994, REFLEXIVE MODERNIZAT."
"2016","Bardsley, Douglas K.","2010","Beck U","Beck U","Beck U","12","1","Beck U, 2010, THEOR CULT SOC, V27, P254, DOI 10.1177/0263276409358729."
"2016","Bardsley, Douglas K.","2009","Berkes F","Berkes F","Berkes F","12","1","Berkes F, 2009, J ENVIRON MANAGE, V90, P1692, DOI 10.1016/j.jenvman.2008.12.001."
"2016","Bardsley, Douglas K.","2012","Berkhout F","Berkhout F","Berkhout F","12","1","Berkhout F, 2012, WIRES CLIM CHANGE, V3, P91, DOI 10.1002/wcc.154."
"2016","Bardsley, Douglas K.","2011","Bi P","Bi P","Bi P","12","1","Bi P, 2011, ASIA-PAC J PUBLIC HE, V23, p27S, DOI 10.1177/1010539510391644."
"2016","Bardsley, Douglas K.","2012","Bird RB","Bird RB","Bird RB","12","1","Bird RB, 2012, P NATL ACAD SCI USA, V109, P10287, DOI 10.1073/pnas.1204585109."
"2016","Bardsley, Douglas K.","2007","Blackmore C","Blackmore C","Blackmore C","12","1","Blackmore C, 2007, ENVIRON SCI POLICY, V10, P512, DOI 10.1016/j.envsci.2007.02.007."
"2016","Bardsley, Douglas K.","2012","Boholm A","Boholm A","Boholm A","12","1","Boholm A, 2012, J RISK RES, V15, P1, DOI 10.1080/13669877.2011.587886."
"2016","Bardsley, Douglas K.","2012","Cameron ES","Cameron ES","Cameron ES","12","1","Cameron ES, 2012, GLOBAL ENVIRON CHANG, V22, P103, DOI 10.1016/j.gloenvcha.2011.11.004."
"2016","Bardsley, Douglas K.","2014","Castree N","Castree N","Castree N","12","1","Castree N, 2014, GEOGR COMPASS, V8, P436, DOI 10.1111/gec3.12141."
"2016","Bardsley, Douglas K.","2006","Cocks M","Cocks M","Cocks M","12","1","Cocks M, 2006, HUM ECOL, V34, P185, DOI 10.1007/s10745-006-9013-5."
"2016","Bardsley, Douglas K.","2014","Codding BF","Codding BF","Codding BF","12","1","Codding BF, 2014, HUM ECOL, V42, P659, DOI 10.1007/s10745-014-9682-4."
"2016","Bardsley, Douglas K.","2009","Collins Kevin","Collins Kevin","Collins Kevin","12","1","Collins Kevin, 2009, European Environment, V19, P358, DOI 10.1002/eet.523."
"2016","Bardsley, Douglas K.","2001","Cooke B.","Cooke B.","Cooke B.","12","1","Cooke B., 2001, PARTICIPATION NEW TY."
"2016","Bardsley, Douglas K.","2002","Crutzen PJ","Crutzen PJ","Crutzen PJ","12","1","Crutzen PJ, 2002, NATURE, V415, P23, DOI 10.1038/415023a."
"2016","Bardsley, Douglas K.","2007","CSIRO","CSIRO","CSIRO","12","1","CSIRO, 2007, CLIM CHANG AUSTR TEC."
"2016","Bardsley, Douglas K.","2013","Davies J","Davies J","Davies J","12","1","Davies J, 2013, ECOL SOC, V18, DOI 10.5751/ES-05404-180214."
"2016","Bardsley, Douglas K.","2007","Dunn CE","Dunn CE","Dunn CE","12","1","Dunn CE, 2007, PROG HUM GEOG, V31, P616, DOI 10.1177/0309132507081493."
"2016","Bardsley, Douglas K.","2015","Ens EJ","Ens EJ","Ens EJ","12","1","Ens EJ, 2015, BIOL CONSERV, V181, P133, DOI 10.1016/j.biocon.2014.11.008."
"2016","Bardsley, Douglas K.","2007","Etkin D","Etkin D","Etkin D","12","1","Etkin D, 2007, J RISK RES, V10, P623, DOI 10.1080/13669870701281462."
"2016","Bardsley, Douglas K.","2007","Few R","Few R","Few R","12","1","Few R, 2007, CLIM POLICY, V7, P46, DOI 10.1080/14693062.2007.9685637."
"2016","Bardsley, Douglas K.","2005","Folke C","Folke C","Folke C","12","1","Folke C, 2005, ANNU REV ENV RESOUR, V30, P441, DOI 10.1146/annurev.energy.30.050504.144511."
"2016","Bardsley, Douglas K.","2001","Foster R.","Foster R.","Foster R.","12","1","Foster R., 2001, FATAL COLLISIONS S A."
"2016","Bardsley, Douglas K.","2015","Freedman R. L.","Freedman R. L.","Freedman R. L.","12","1","Freedman R. L., 2015, International Journal of Agricultural Extension, V3, P63."
"2016","Bardsley, Douglas K.","1981","FROST A","FROST A","FROST A","12","1","FROST A, 1981, HIST STUD, V19, P513, DOI 10.1080/10314618108595656."
"2016","Bardsley, Douglas K.","2012","Gorman J","Gorman J","Gorman J","12","1","Gorman J, 2012, RANGELAND J, V34, P63, DOI 10.1071/RJ11037."
"2016","Bardsley, Douglas K.","2010","Guerin B","Guerin B","Guerin B","12","1","Guerin B, 2010, J ECON SOC POLICY, V13."
"2016","Bardsley, Douglas K.","2006","HABERMAS J","HABERMAS J","HABERMAS J","12","1","HABERMAS J, 2006, THEORY COMMUNICATIVE, V1."
"2016","Bardsley, Douglas K.","2009","Head L","Head L","Head L","12","1","Head L, 2009, PROG HUM GEOG, V33, P236, DOI 10.1177/0309132508094075."
"2016","Bardsley, Douglas K.","2015","Hill R","Hill R","Hill R","12","1","Hill R, 2015, GLOBAL ENVIRON CHANG, V34, P22, DOI 10.1016/j.gloenvcha.2015.04.005."
"2016","Bardsley, Douglas K.","2006","Hobbs RJ","Hobbs RJ","Hobbs RJ","12","1","Hobbs RJ, 2006, GLOBAL ECOL BIOGEOGR, V15, P1, DOI 10.1111/j.1466-822x.2006.00212.x."
"2016","Bardsley, Douglas K.","2011","Hobson K","Hobson K","Hobson K","12","1","Hobson K, 2011, GLOBAL ENVIRON CHANG, V21, P957, DOI 10.1016/j.gloenvcha.2011.05.001."
"2016","Bardsley, Douglas K.","2009","Hodgson A.","Hodgson A.","Hodgson A.","12","1","Hodgson A., 2009, COLLABORATIVE LOCAL."
"2016","Bardsley, Douglas K.","2008","Holdaway S","Holdaway S","Holdaway S","12","1","Holdaway S, 2008, HOLOCENE, V18, P403, DOI 10.1177/0959683607087930."
"2016","Bardsley, Douglas K.","2001","Holling CS","Holling CS","Holling CS","12","1","Holling CS, 2001, ECOSYSTEMS, V4, P390, DOI 10.1007/s10021-001-0101-5."
"2016","Bardsley, Douglas K.","2007","Ison R","Ison R","Ison R","12","1","Ison R, 2007, ENVIRON SCI POLICY, V10, P499, DOI 10.1016/j.envsci.2007.02.008."
"2016","Bardsley, Douglas K.","2008","Judkins G","Judkins G","Judkins G","12","1","Judkins G, 2008, GEOGR J, V174, P17, DOI 10.1111/j.1475-4959.2008.00265.x."
